ISO,gdppc,gdp_quartile,age_weighted_impact,age_weighted_impact_rate,pop,age0to4_impact,age0to4_impact_rate,pop0to4,age5to64_impact,age5to64_impact_rate,pop5to64,age65plus_impact,age65plus_impact_rate,pop65plus
UZB,5442.074217736166,mid-low,-1201.5598521720754,-3.2873936246587667,36550531.800000004,-41385539.58226398,-1040494.4390276659,3977487.8202077127,-24824615.089661594,-81358.29032040537,30512704.96454295,-53945830.545281954,-2618298.7433625604,2060339.0152493373
VAT,45053.949838707675,high,0.07472382124679783,1.579038240391616,4732.236328125,-1744.1184357259026,-422145.2540042354,413.1559976529794,3860.860567356867,100798.81404983062,3830.263881327237,5355.639993048817,1095735.9488688263,488.7710400099282
VCT,10270.432001678855,mid-low,-4.130113888321528,-4.0604846967418,101714.8,-12493.204880190293,-190702.57574465935,6551.146376186357,-92700.59337713728,-111036.65725711513,83486.47704917927,-307817.5905748253,-2636512.1357581196,11675.182010353745
VEN,8240.732131830591,mid-low,-501.07268416525164,-1.6683139876334656,30034675.000000004,-3902474.524669058,-169157.01470534643,2307013.121192021,-15780415.670017138,-63150.23402101753,24988689.138927232,-30424378.22183897,-1110795.6271289967,2738971.7315033856
VGB,29801.76135461357,high,-0.31508932990159844,-5.092896579302332,6186.83935546875,-5083.450492482371,-941113.7580871582,540.1526062922123,-634.8073070905544,-12676.834125144807,5007.61705031226,-25790.675190586917,-4036034.1464771945,639.0103317906269
VIR,27118.841564648454,high,-9.179602369072546,-9.382661938750994,97835.8,-47397.37902155581,-852619.0813849956,5559.033342833877,-7814.683116048287,-10944.321108799355,71404.00065350052,-862748.1747696504,-4133367.731991936,20872.76600366448
VNM,6567.256690950414,mid-low,-662.3682183531795,-0.6598196004839901,100386259.79999986,15807145.468263313,231440.15320517417,6829906.241139631,-10059988.922869636,-12081.677317309344,83266492.38062957,-71983978.38071162,-699595.357747303,10289373.361838765
VUT,2429.48789985472,low,7.490538505683662,2.137032570053016,350511.1999999998,95676.2455581655,209701.47171107956,45624.9757226241,296135.7180602845,101602.5134691556,291464.9529316862,357241.88694991625,2661758.9179786253,13421.27134568635
WLF,7121.455205173518,mid-low,0.13254488653717733,2.593363555061453,5110.92578125,890.6416393981431,199597.8158697778,446.2181289494762,2848.6212101016736,68860.92611387666,4136.774468282423,9515.225804217915,1802521.626154581,527.8841410916812
WSM,4413.434629657781,mid-low,3.61734358629407,1.579346013891892,229040.59999999983,65964.81737289485,236796.49194373804,27857.176781389076,112907.64395936305,60011.2703866234,188144.06565959036,182861.89729714912,1402384.2545116646,13039.357559018295
YEM,1080.4845989212706,low,295.0996998073981,0.8083168415458635,36507924.20000002,-1515176.7150590206,-31060.054974536833,4878216.462595346,29134768.05767009,95049.19659843149,30652303.333777864,1890378.638128744,193408.03367718018,977404.4036267899
ZAF,10407.621434754174,mid-low,-964.6475564187048,-1.5731368023494545,61320004.4,-13699640.006954936,-251296.01683681755,5451594.569384274,-21150121.683129974,-40521.32754019937,52195036.458635025,-61614993.951785564,-1677613.4376284145,3672776.610497863
ZMB,2268.242763996972,low,707.0188888036824,3.2335212488153036,21865292.799999993,37764352.32583035,1166653.4520747196,3236981.1496869153,25123480.89354342,137890.31330491207,18219902.683075886,7814055.66099448,1913301.505302503,408406.9154463471
ZWE,2430.9535094989174,low,878.0656836429166,5.087732446888635,17258487.8,31919552.041261014,1383148.7460023204,2307745.4347204003,31496343.88981721,219008.0962968109,14381360.516979137,24390672.433213443,4283863.934961673,569361.511091777
